trip_id,assignment_id,driver_id,vehicle_id,route_id,start_time,end_time,distance_km,duration_min,fuel_before_l,fuel_after_l,fuel_used_l,co2_kg,avg_speed_kmph,stop_count,anomaly_flag,geo_trace,created_at
T000266,A000073,d0165,v0088,R000149,2025-11-15T02:00:00,2025-11-15T04:11:00,53.3,131,49.35,19.16,5.616,12.973,24.41,88,False,[],2025-11-13T11:09:24.534971
T000267,A000426,d0001,v0027,R000533,2025-11-18T18:15:00,2025-11-18T20:33:00,49.17,138,50.4,12.03,5.242,14.049,21.38,107,False,[],2025-11-13T11:09:24.536187
T000268,A000323,d0139,v0133,R000544,2025-11-17T16:30:00,2025-11-17T17:47:00,46.46,77,57.2,23.64,4.494,8.539,36.2,128,False,[],2025-11-13T11:09:24.537532
T000269,A000267,d0135,v0005,R001013,2025-11-17T02:30:00,2025-11-17T03:36:00,20.09,66,22.72,11.21,3.44,9.219,18.26,50,False,[],2025-11-13T11:09:24.538741
T000270,A000147,d0075,v0143,R000267,2025-11-15T20:30:00,2025-11-15T21:32:00,26.59,62,32.35,10.04,2.63,4.997,25.73,51,True,[],2025-11-13T11:09:24.540022
T000271,A000132,d0046,v0006,R000797,2025-11-15T16:45:00,2025-11-15T16:53:00,3.04,8,26.77,29.48,1.169,2.221,22.8,6,False,[],2025-11-13T11:09:24.541276
T000272,A000246,d0120,v0141,R001164,2025-11-16T21:15:00,2025-11-17T01:25:00,59.08,250,25.4,13.05,5.858,11.13,14.18,27,False,[],2025-11-13T11:09:24.542505
T000273,A000247,d0081,v0023,R001131,2025-11-16T21:30:00,2025-11-16T21:32:00,1.31,2,28.07,13.0,0.387,0.894,39.3,3,False,[],2025-11-13T11:09:24.543713
T000274,A000238,d0156,v0051,R000308,2025-11-16T19:15:00,2025-11-16T21:42:00,44.25,147,54.38,39.62,2.368,5.47,18.06,58,False,[],2025-11-13T11:09:24.544974
T000275,A000322,d0124,v0138,R000192,2025-11-17T16:15:00,2025-11-17T16:39:00,8.53,24,54.2,31.9,1.154,2.193,21.32,15,False,[],2025-11-13T11:09:24.546176
T000276,A000083,d0080,v0062,R000092,2025-11-15T04:30:00,2025-11-15T04:46:00,6.3,16,58.33,31.91,0.638,1.474,23.62,6,False,[],2025-11-13T11:09:24.547338
T000277,A000256,d0200,v0055,R000350,2025-11-16T23:45:00,2025-11-17T00:54:00,29.08,69,35.13,21.15,5.946,13.735,25.29,33,False,[],2025-11-13T11:09:24.548531
T000278,A000435,d0074,v0042,R001046,2025-11-18T20:30:00,2025-11-18T22:08:00,39.01,98,35.7,19.2,8.491,22.756,23.88,68,False,[],2025-11-13T11:09:24.549722
T000279,A000464,d0159,v0115,R000059,2025-11-19T03:45:00,2025-11-19T04:14:00,11.91,29,53.99,39.0,1.655,3.144,24.64,7,False,[],2025-11-13T11:09:24.550917
T000280,A000124,d0080,v0138,R000561,2025-11-15T14:45:00,2025-11-15T16:51:00,38.36,126,20.84,10.04,4.411,8.381,18.27,110,False,[],2025-11-13T11:09:24.552158
T000281,A000382,d0058,v0005,R000776,2025-11-18T07:15:00,2025-11-18T07:56:00,20.83,41,56.13,15.59,2.798,7.499,30.48,19,False,[],2025-11-13T11:09:24.553418
T000282,A000092,d0162,v0135,R000170,2025-11-15T06:45:00,2025-11-15T08:11:00,41.1,86,31.02,17.82,12.21,28.205,28.67,119,False,[],2025-11-13T11:09:24.554699
T000283,A000461,d0082,v0115,R001123,2025-11-19T03:00:00,2025-11-19T03:25:00,12.41,25,34.05,32.41,1.847,3.509,29.78,26,False,[],2025-11-13T11:09:24.555943
T000284,A000455,d0003,v0081,R000311,2025-11-19T01:30:00,2025-11-19T02:51:00,57.94,81,39.8,28.97,16.397,31.154,42.92,84,False,[],2025-11-13T11:09:24.557176
T000285,A000050,d0181,v0004,R000193,2025-11-14T20:15:00,2025-11-14T20:27:00,5.62,12,47.62,20.58,1.214,2.804,28.1,13,False,[],2025-11-13T11:09:24.558417
T000286,A000218,d0102,v0066,R000785,2025-11-16T14:15:00,2025-11-16T16:34:00,54.34,139,57.14,21.64,6.5,12.35,23.46,122,False,[],2025-11-13T11:09:24.559600
T000287,A000374,d0139,v0093,R000119,2025-11-18T05:15:00,2025-11-18T06:54:00,35.86,99,21.35,32.72,9.608,22.194,21.73,18,False,[],2025-11-13T11:09:24.560846
T000288,A000499,d0012,v0022,R000241,2025-11-19T12:30:00,2025-11-19T13:13:00,11.01,43,30.48,32.34,2.086,5.59,15.36,11,False,[],2025-11-13T11:09:24.562064
T000289,A000088,d0114,v0038,R000964,2025-11-15T05:45:00,2025-11-15T06:41:00,39.4,56,36.66,33.21,5.085,9.662,42.21,47,False,[],2025-11-13T11:09:24.563269
T000290,A000027,d0032,v0077,R000826,2025-11-14T14:30:00,2025-11-14T14:59:00,14.04,29,52.76,33.37,3.776,8.723,29.05,19,False,[],2025-11-13T11:09:24.564447
T000291,A000145,d0112,v0023,R000615,2025-11-15T20:00:00,2025-11-15T21:14:00,43.12,74,40.95,13.4,9.312,21.511,34.96,106,False,[],2025-11-13T11:09:24.565662
T000292,A000165,d0052,v0023,R000765,2025-11-16T01:00:00,2025-11-16T02:21:00,19.23,81,22.96,18.55,6.346,14.659,14.24,16,False,[],2025-11-13T11:09:24.566879
T000293,A000295,d0044,v0036,R000750,2025-11-17T09:30:00,2025-11-17T12:22:00,54.98,172,51.95,14.76,12.987,24.675,19.18,92,True,[],2025-11-13T11:09:24.568075
T000294,A000314,d0128,v0089,R000015,2025-11-17T14:15:00,2025-11-17T15:04:00,28.82,49,52.74,37.44,8.207,18.958,35.29,72,False,[],2025-11-13T11:09:24.569374
T000295,A000136,d0101,v0117,R000106,2025-11-15T17:45:00,2025-11-15T19:08:00,45.5,83,27.58,36.27,6.666,15.398,32.89,66,False,[],2025-11-13T11:09:24.570550
T000296,A000470,d0065,v0021,R000280,2025-11-19T05:15:00,2025-11-19T07:47:00,33.61,152,58.55,20.4,2.991,5.683,13.27,83,False,[],2025-11-13T11:09:24.571715
T000297,A000123,d0001,v0060,R001154,2025-11-15T14:30:00,2025-11-15T14:33:00,3.14,3,27.44,36.08,0.765,1.454,62.8,4,False,[],2025-11-13T11:09:24.573055
T000298,A000021,d0074,v0089,R000116,2025-11-14T13:00:00,2025-11-14T14:51:00,57.79,111,52.22,32.45,14.278,32.982,31.24,134,False,[],2025-11-13T11:09:24.574284
T000299,A000333,d0009,v0031,R000104,2025-11-17T19:00:00,2025-11-17T19:26:00,13.53,26,44.0,30.01,1.719,3.266,31.22,37,False,[],2025-11-13T11:09:24.575543
T000300,A000183,d0039,v0035,R000853,2025-11-16T05:30:00,2025-11-16T06:00:00,6.36,30,50.3,14.85,1.813,4.859,12.72,16,False,[],2025-11-13T11:09:24.576820
T000301,A000496,d0133,v0092,R000632,2025-11-19T11:45:00,2025-11-19T11:57:00,9.35,12,58.43,31.62,1.262,2.398,46.75,27,False,[],2025-11-13T11:09:24.578043
T000302,A000272,d0176,v0057,R000568,2025-11-17T03:45:00,2025-11-17T04:39:00,18.39,54,26.33,27.06,6.277,11.926,20.43,24,False,[],2025-11-13T11:09:24.579258
T000303,A000150,d0197,v0046,R000882,2025-11-15T21:15:00,2025-11-15T22:06:00,14.76,51,59.84,17.51,2.33,5.382,17.36,30,False,[],2025-11-13T11:09:24.580523
T000304,A000320,d0006,v0038,R000630,2025-11-17T15:45:00,2025-11-17T16:01:00,3.95,16,32.82,31.85,0.535,1.016,14.81,3,False,[],2025-11-13T11:09:24.581740
T000305,A000067,d0026,v0063,R000248,2025-11-15T00:30:00,2025-11-15T01:54:00,25.4,84,30.28,31.65,3.591,9.624,18.14,29,False,[],2025-11-13T11:09:24.582917
T000306,A000409,d0162,v0004,R000628,2025-11-18T14:00:00,2025-11-18T14:46:00,26.83,46,45.85,38.42,4.597,10.619,35.0,62,False,[],2025-11-13T11:09:24.584354
T000307,A000394,d0126,v0024,R001077,2025-11-18T10:15:00,2025-11-18T11:18:00,33.88,63,36.27,11.09,3.156,7.29,32.27,88,False,[],2025-11-13T11:09:24.585692
T000308,A000353,d0043,v0063,R001169,2025-11-18T00:00:00,2025-11-18T00:28:00,13.52,28,31.13,34.34,2.61,6.995,28.97,34,False,[],2025-11-13T11:09:24.586891
T000309,A000144,d0072,v0067,R000773,2025-11-15T19:45:00,2025-11-15T20:25:00,23.86,40,41.34,26.48,7.239,19.401,35.79,59,False,[],2025-11-13T11:09:24.588054
T000310,A000024,d0163,v0104,R000239,2025-11-14T13:45:00,2025-11-14T14:47:00,37.0,62,55.99,27.34,11.75,27.143,35.81,8,False,[],2025-11-13T11:09:24.589278
T000311,A000479,d0169,v0081,R000552,2025-11-19T07:30:00,2025-11-19T10:55:00,59.18,205,28.41,22.91,17.518,33.284,17.32,166,False,[],2025-11-13T11:09:24.590428
T000312,A000078,d0119,v0053,R001050,2025-11-15T03:15:00,2025-11-15T03:41:00,7.95,26,45.16,39.49,0.974,2.25,18.35,20,False,[],2025-11-13T11:09:24.591577
T000313,A000108,d0008,v0001,R000762,2025-11-15T10:45:00,2025-11-15T12:11:00,57.58,86,59.29,24.66,13.03,24.757,40.17,42,False,[],2025-11-13T11:09:24.592799
T000314,A000211,d0176,v0112,R000096,2025-11-16T12:30:00,2025-11-16T14:18:00,41.6,108,41.0,34.01,6.331,14.625,23.11,40,False,[],2025-11-13T11:09:24.593991
T000315,A000392,d0170,v0083,R000866,2025-11-18T09:45:00,2025-11-18T11:17:00,47.33,92,30.55,34.39,10.64,24.578,30.87,82,False,[],2025-11-13T11:09:24.595179
T000316,A000004,d0156,v0086,R000566,2025-11-14T08:45:00,2025-11-14T10:05:00,48.98,80,25.19,14.19,4.97,13.32,36.73,75,False,[],2025-11-13T11:09:24.596499
T000317,A000038,d0179,v0087,R000692,2025-11-14T17:15:00,2025-11-14T19:09:00,47.08,114,39.59,12.34,4.105,11.001,24.78,57,False,[],2025-11-13T11:09:24.597732
T000318,A000122,d0095,v0135,R000183,2025-11-15T14:15:00,2025-11-15T15:12:00,24.31,57,25.42,17.75,4.405,10.176,25.59,63,False,[],2025-11-13T11:09:24.599070
T000319,A000164,d0155,v0103,R000929,2025-11-16T00:45:00,2025-11-16T01:05:00,12.0,20,56.51,11.28,2.606,4.951,36.0,14,False,[],2025-11-13T11:09:24.600290
T000320,A000462,d0027,v0062,R000533,2025-11-19T03:15:00,2025-11-19T05:17:00,49.17,122,32.26,19.25,4.953,11.441,24.18,107,False,[],2025-11-13T11:09:24.601512
T000321,A000302,d0148,v0133,R001106,2025-11-17T11:15:00,2025-11-17T13:29:00,50.77,134,50.18,22.15,5.128,9.743,22.73,45,True,[],2025-11-13T11:09:24.602707
T000322,A000048,d0067,v0095,R000264,2025-11-14T19:45:00,2025-11-14T20:27:00,23.52,42,57.75,22.96,4.395,11.779,33.6,2,False,[],2025-11-13T11:09:24.603874
T000323,A000288,d0037,v0138,R000572,2025-11-17T07:45:00,2025-11-17T08:01:00,6.51,16,28.23,22.72,0.83,1.577,24.41,12,False,[],2025-11-13T11:09:24.605145
T000324,A000215,d0092,v0092,R000546,2025-11-16T13:30:00,2025-11-16T15:00:00,45.26,90,38.6,20.89,4.97,9.443,30.17,82,False,[],2025-11-13T11:09:24.606367
T000325,A000131,d0046,v0067,R000528,2025-11-15T16:30:00,2025-11-15T17:34:00,21.94,64,38.45,13.83,10.596,28.397,20.57,58,False,[],2025-11-13T11:09:24.607554
T000326,A000428,d0103,v0030,R000151,2025-11-18T18:45:00,2025-11-18T20:11:00,47.7,86,41.47,28.14,5.901,11.212,33.28,131,False,[],2025-11-13T11:09:24.608760
T000327,A000451,d0153,v0139,R001065,2025-11-19T00:30:00,2025-11-19T02:39:00,35.55,129,26.53,38.05,4.93,9.367,16.53,6,False,[],2025-11-13T11:09:24.609929
T000328,A000376,d0052,v0095,R000722,2025-11-18T05:45:00,2025-11-18T06:43:00,33.48,58,32.88,19.83,4.051,10.857,34.63,23,False,[],2025-11-13T11:09:24.611121
T000329,A000030,d0006,v0015,R000594,2025-11-14T15:15:00,2025-11-14T16:55:00,56.62,100,46.33,19.07,9.089,20.996,33.97,119,True,[],2025-11-13T11:09:24.612478
T000330,A000137,d0171,v0028,R000501,2025-11-15T18:00:00,2025-11-15T19:31:00,45.0,91,58.34,12.38,10.989,29.451,29.67,117,False,[],2025-11-13T11:09:24.613702
T000331,A000332,d0155,v0099,R000832,2025-11-17T18:45:00,2025-11-17T18:48:00,2.21,3,22.04,32.33,0.229,0.529,44.2,4,False,[],2025-11-13T11:09:24.614950
T000332,A000391,d0056,v0076,R000441,2025-11-18T09:30:00,2025-11-18T12:13:00,39.27,163,25.63,37.64,4.532,8.611,14.46,113,False,[],2025-11-13T11:09:24.616208
T000333,A000071,d0092,v0120,R000516,2025-11-15T01:30:00,2025-11-15T03:00:00,52.29,90,55.68,18.44,10.558,20.06,34.86,141,False,[],2025-11-13T11:09:24.617482
T000334,A000293,d0133,v0063,R000314,2025-11-17T09:00:00,2025-11-17T09:13:00,6.6,13,55.99,35.36,0.675,1.809,30.46,10,False,[],2025-11-13T11:09:24.618711
T000335,A000186,d0014,v0109,R000953,2025-11-16T06:15:00,2025-11-16T07:34:00,29.63,79,30.67,20.13,8.567,16.277,22.5,57,False,[],2025-11-13T11:09:24.619936
T000336,A000163,d0079,v0144,R000326,2025-11-16T00:30:00,2025-11-16T01:13:00,35.03,43,55.82,37.48,7.328,13.923,48.88,98,False,[],2025-11-13T11:09:24.621244
T000337,A000344,d0081,v0058,R000877,2025-11-17T21:45:00,2025-11-17T22:21:00,13.0,36,52.67,32.99,1.866,4.31,21.67,32,False,[],2025-11-13T11:09:24.622556
T000338,A000410,d0167,v0059,R001063,2025-11-18T14:15:00,2025-11-18T14:37:00,6.4,22,53.39,19.96,0.762,1.76,17.45,10,False,[],2025-11-13T11:09:24.623811
T000339,A000318,d0060,v0021,R000057,2025-11-17T15:15:00,2025-11-17T15:44:00,15.68,29,52.36,14.2,1.996,3.792,32.44,30,False,[],2025-11-13T11:09:24.625060
T000340,A000411,d0026,v0085,R000453,2025-11-18T14:30:00,2025-11-18T16:26:00,55.83,116,25.03,32.94,5.26,12.151,28.88,74,False,[],2025-11-13T11:09:24.626275
T000341,A000346,d0192,v0023,R000644,2025-11-17T22:15:00,2025-11-18T00:27:00,49.49,132,32.89,15.98,13.778,31.827,22.5,52,False,[],2025-11-13T11:09:24.627604
T000342,A000277,d0157,v0146,R000370,2025-11-17T05:00:00,2025-11-17T05:37:00,16.58,37,33.74,39.23,3.619,8.36,26.89,39,False,[],2025-11-13T11:09:24.629443
T000343,A000185,d0039,v0059,R000402,2025-11-16T06:00:00,2025-11-16T06:28:00,11.26,28,55.12,33.21,2.31,5.336,24.13,2,False,[],2025-11-13T11:09:24.631316
T000344,A000313,d0199,v0025,R000963,2025-11-17T14:00:00,2025-11-17T15:03:00,34.31,63,30.86,25.01,9.056,24.27,32.68,96,False,[],2025-11-13T11:09:24.633027
T000345,A000454,d0007,v0041,R000429,2025-11-19T01:15:00,2025-11-19T01:40:00,11.13,25,24.39,23.66,2.688,7.204,26.71,3,False,[],2025-11-13T11:09:24.634667
T000346,A000242,d0006,v0123,R000644,2025-11-16T20:15:00,2025-11-16T22:56:00,49.49,161,49.49,21.27,5.714,15.314,18.44,52,False,[],2025-11-13T11:09:24.636450
T000347,A000489,d0109,v0083,R001170,2025-11-19T10:00:00,2025-11-19T11:46:00,42.12,106,59.94,39.75,8.25,19.058,23.84,22,False,[],2025-11-13T11:09:24.638277
T000348,A000045,d0070,v0034,R000239,2025-11-14T19:00:00,2025-11-14T19:53:00,37.0,53,59.01,24.46,8.654,19.991,41.89,8,False,[],2025-11-13T11:09:24.640018
T000349,A000125,d0169,v0108,R000426,2025-11-15T15:00:00,2025-11-15T16:21:00,56.08,81,54.09,32.95,23.159,44.002,41.54,162,False,[],2025-11-13T11:09:24.641802
T000350,A000199,d0090,v0068,R000549,2025-11-16T09:30:00,2025-11-16T09:34:00,3.17,4,27.75,11.88,0.566,1.517,47.55,9,False,[],2025-11-13T11:09:24.643593
T000351,A000212,d0077,v0024,R000737,2025-11-16T12:45:00,2025-11-16T14:00:00,25.41,75,51.39,38.66,1.842,4.255,20.33,46,False,[],2025-11-13T11:09:24.645440
T000352,A000068,d0102,v0140,R001070,2025-11-15T00:45:00,2025-11-15T02:08:00,24.4,83,59.38,36.88,3.101,7.163,17.64,11,False,[],2025-11-13T11:09:24.647159
T000353,A000377,d0138,v0004,R000201,2025-11-18T06:00:00,2025-11-18T07:37:00,35.79,97,28.92,10.22,5.399,12.472,22.14,72,False,[],2025-11-13T11:09:24.648922
T000354,A000463,d0039,v0006,R000374,2025-11-19T03:30:00,2025-11-19T04:14:00,11.09,44,28.05,27.37,3.727,7.081,15.12,23,False,[],2025-11-13T11:09:24.650627
T000355,A000438,d0041,v0095,R001172,2025-11-18T21:15:00,2025-11-18T22:11:00,31.27,56,50.02,36.49,5.134,13.759,33.5,71,False,[],2025-11-13T11:09:24.652377
T000356,A000016,d0126,v0113,R000153,2025-11-14T11:45:00,2025-11-14T14:36:00,44.34,171,39.65,34.27,10.276,23.738,15.56,70,False,[],2025-11-13T11:09:24.654229
T000357,A000079,d0004,v0082,R000564,2025-11-15T03:30:00,2025-11-15T04:57:00,48.5,87,33.28,30.12,6.888,15.911,33.45,54,False,[],2025-11-13T11:09:24.656009
T000358,A000141,d0138,v0105,R000020,2025-11-15T19:00:00,2025-11-15T22:08:00,42.41,188,57.15,10.43,8.154,21.853,13.54,8,False,[],2025-11-13T11:09:24.657952
T000359,A000422,d0021,v0097,R000002,2025-11-18T17:15:00,2025-11-18T19:05:00,50.39,110,36.13,32.18,5.989,16.051,27.49,132,False,[],2025-11-13T11:09:24.659749
T000360,A000060,d0042,v0074,R000157,2025-11-14T22:45:00,2025-11-14T23:41:00,32.3,56,56.78,15.37,4.207,7.993,34.61,85,False,[],2025-11-13T11:09:24.661582
T000361,A000174,d0048,v0137,R000983,2025-11-16T03:15:00,2025-11-16T05:58:00,49.07,163,57.01,12.34,26.631,71.371,18.06,103,False,[],2025-11-13T11:09:24.663324
T000362,A000205,d0084,v0062,R000720,2025-11-16T11:00:00,2025-11-16T11:55:00,25.46,55,43.49,15.55,2.076,4.796,27.77,10,False,[],2025-11-13T11:09:24.665143
T000363,A000264,d0025,v0028,R000219,2025-11-17T01:45:00,2025-11-17T03:57:00,54.75,132,58.74,13.49,10.963,29.381,24.89,63,False,[],2025-11-13T11:09:24.666808
T000364,A000331,d0091,v0055,R000105,2025-11-17T18:30:00,2025-11-17T18:56:00,11.74,26,59.78,33.69,2.723,6.29,27.09,9,False,[],2025-11-13T11:09:24.668607
T000365,A000074,d0036,v0017,R000389,2025-11-15T02:15:00,2025-11-15T02:38:00,12.92,23,25.89,16.3,1.374,3.682,33.7,6,False,[],2025-11-13T11:09:24.670404
T000366,A000460,d0184,v0063,R000851,2025-11-19T02:45:00,2025-11-19T04:15:00,51.03,90,25.02,27.2,5.705,15.289,34.02,152,False,[],2025-11-13T11:09:24.672187
T000367,A000425,d0182,v0121,R000453,2025-11-18T18:00:00,2025-11-18T20:14:00,55.83,134,42.8,28.09,6.29,16.857,25.0,74,False,[],2025-11-13T11:09:24.673980
T000368,A000351,d0140,v0022,R000236,2025-11-17T23:30:00,2025-11-18T01:10:00,28.51,100,49.96,15.65,5.072,13.593,17.11,29,False,[],2025-11-13T11:09:24.675746
T000369,A000111,d0046,v0001,R000758,2025-11-15T11:30:00,2025-11-15T13:30:00,39.84,120,31.03,30.29,6.026,11.449,19.92,57,False,[],2025-11-13T11:09:24.677540
T000370,A000253,d0019,v0127,R000264,2025-11-16T23:00:00,2025-11-16T23:35:00,23.52,35,24.0,12.71,4.275,11.457,40.32,2,False,[],2025-11-13T11:09:24.679342
T000371,A000135,d0148,v0020,R001194,2025-11-15T17:30:00,2025-11-15T18:39:00,39.14,69,29.93,19.93,4.898,9.306,34.03,97,False,[],2025-11-13T11:09:24.680985
T000372,A000134,d0029,v0017,R000350,2025-11-15T17:15:00,2025-11-15T18:21:00,29.08,66,44.32,18.91,2.433,6.52,26.44,33,False,[],2025-11-13T11:09:24.682611
T000373,A000103,d0133,v0101,R000303,2025-11-15T09:30:00,2025-11-15T09:53:00,19.03,23,26.76,12.69,1.975,4.562,49.64,3,False,[],2025-11-13T11:09:24.684472
T000374,A000006,d0151,v0042,R000169,2025-11-14T09:15:00,2025-11-14T10:46:00,45.18,91,44.81,14.79,9.092,24.367,29.79,104,False,[],2025-11-13T11:09:24.686269
T000375,A000312,d0035,v0025,R000457,2025-11-17T13:45:00,2025-11-17T14:16:00,20.65,31,47.2,23.63,7.576,20.304,39.97,5,False,[],2025-11-13T11:09:24.687931
T000376,A000043,d0092,v0135,R000135,2025-11-14T18:30:00,2025-11-14T20:10:00,53.84,100,59.01,24.05,9.591,22.155,32.3,131,False,[],2025-11-13T11:09:24.689199
T000377,A000097,d0146,v0102,R000918,2025-11-15T08:00:00,2025-11-15T09:41:00,58.12,101,38.23,13.34,10.141,19.268,34.53,164,False,[],2025-11-13T11:09:24.690253
T000378,A000469,d0186,v0134,R000235,2025-11-19T05:00:00,2025-11-19T05:43:00,24.36,43,26.22,34.02,4.494,8.539,33.99,41,False,[],2025-11-13T11:09:24.691300
T000379,A000316,d0017,v0060,R000718,2025-11-17T14:45:00,2025-11-17T15:43:00,21.98,58,52.3,18.96,4.569,8.681,22.74,22,False,[],2025-11-13T11:09:24.692405
T000380,A000051,d0086,v0049,R001134,2025-11-14T20:30:00,2025-11-14T20:42:00,7.76,12,23.13,35.94,3.378,9.053,38.8,21,False,[],2025-11-13T11:09:24.693490
T000381,A000093,d0166,v0102,R000346,2025-11-15T07:00:00,2025-11-15T07:35:00,28.0,35,41.37,33.36,2.889,5.489,48.0,66,False,[],2025-11-13T11:09:24.694547
T000382,A000182,d0064,v0026,R001103,2025-11-16T05:15:00,2025-11-16T08:07:00,57.56,172,47.68,26.85,17.912,48.004,20.08,49,False,[],2025-11-13T11:09:24.695593
T000383,A000240,d0191,v0037,R000360,2025-11-16T19:45:00,2025-11-16T19:59:00,9.63,14,29.69,16.07,1.371,3.674,41.27,15,False,[],2025-11-13T11:09:24.696740
T000384,A000204,d0064,v0062,R001195,2025-11-16T10:45:00,2025-11-16T11:34:00,16.07,49,57.71,10.83,2.055,4.747,19.68,28,False,[],2025-11-13T11:09:24.697890
T000385,A000153,d0049,v0023,R000656,2025-11-15T22:00:00,2025-11-15T22:55:00,17.71,55,30.11,37.26,2.735,6.318,19.32,48,False,[],2025-11-13T11:09:24.699046
T000386,A000119,d0088,v0107,R001096,2025-11-15T13:30:00,2025-11-15T15:37:00,58.92,127,37.83,37.36,9.655,18.344,27.84,37,False,[],2025-11-13T11:09:24.700191
T000387,A000490,d0156,v0144,R000744,2025-11-19T10:15:00,2025-11-19T11:10:00,29.07,55,20.59,34.59,6.906,13.121,31.71,49,False,[],2025-11-13T11:09:24.701374
T000388,A000363,d0088,v0004,R000955,2025-11-18T02:30:00,2025-11-18T03:37:00,24.47,67,52.46,16.43,4.355,10.06,21.91,57,False,[],2025-11-13T11:09:24.702494
T000389,A000003,d0080,v0088,R000235,2025-11-14T08:30:00,2025-11-14T09:16:00,24.36,46,27.08,31.5,2.155,4.978,31.77,41,False,[],2025-11-13T11:09:24.703654
T000390,A000339,d0027,v0115,R000510,2025-11-17T20:30:00,2025-11-17T22:05:00,50.57,95,49.44,14.63,11.176,21.234,31.94,151,False,[],2025-11-13T11:09:24.705282
T000391,A000214,d0163,v0113,R000577,2025-11-16T13:15:00,2025-11-16T14:34:00,30.31,79,26.71,22.17,4.254,9.827,23.02,5,False,[],2025-11-13T11:09:24.707066
T000392,A000107,d0003,v0052,R000056,2025-11-15T10:30:00,2025-11-15T12:06:00,38.88,96,27.43,21.71,19.435,36.926,24.3,34,False,[],2025-11-13T11:09:24.708565
T000393,A000367,d0184,v0064,R001099,2025-11-18T03:30:00,2025-11-18T06:05:00,59.06,155,22.7,19.72,12.835,34.398,22.86,103,False,[],2025-11-13T11:09:24.709749
T000394,A000026,d0168,v0067,R001058,2025-11-14T14:15:00,2025-11-14T15:38:00,39.75,83,23.93,15.09,10.911,29.241,28.73,12,False,[],2025-11-13T11:09:24.710900
T000395,A000099,d0080,v0081,R001079,2025-11-15T08:30:00,2025-11-15T09:34:00,27.32,64,21.93,38.77,5.044,9.584,25.61,9,False,[],2025-11-13T11:09:24.712022
T000396,A000189,d0110,v0132,R000797,2025-11-16T07:00:00,2025-11-16T07:08:00,3.04,8,22.93,29.46,0.405,0.77,22.8,6,False,[],2025-11-13T11:09:24.713228
T000397,A000384,d0026,v0061,R000417,2025-11-18T07:45:00,2025-11-18T08:50:00,30.33,65,27.97,18.73,2.409,6.456,28.0,50,False,[],2025-11-13T11:09:24.714346
T000398,A000221,d0009,v0120,R000692,2025-11-16T15:00:00,2025-11-16T17:30:00,47.08,150,53.84,34.23,10.195,19.37,18.83,57,False,[],2025-11-13T11:09:24.715467
T000399,A000471,d0200,v0054,R000417,2025-11-19T05:30:00,2025-11-19T06:21:00,30.33,51,32.39,26.4,6.071,16.27,35.68,50,False,[],2025-11-13T11:09:24.716692
T000400,A000052,d0045,v0102,R000827,2025-11-14T20:45:00,2025-11-14T21:33:00,32.29,48,34.16,19.86,4.212,8.003,40.36,27,False,[],2025-11-13T11:09:24.717801
